0,0,Sanford Holshouser Law Firm
0,0,"Baker, Gerald E"
0,0,Interactive Advertising Bureau
0,0,American College of Physicians
0,0,"Hardy, John D"
0,0,Resource Efficiency Inc
0,0,Moffet Global
0,0,ABIR
0,0,Eagles Group
0,0,"Alexander, Wm"
0,0,BASF Corp
0,0,SZD Wicker
0,0,Farm Sanctuary
0,0,Charter Behavioral Health Systems
0,0,Eckerd College
0,0,American Re-Insurance Co
0,0,Northwestern Mutual Life
0,0,HR Policy Assn
0,0,Ohio Municipal Electric Assn
0,0,Demos
0,0,American Osteopathic Healthcare Assn
0,0,"Stassen, Stern & Erdahl International"
0,0,"Reiser, Stephanie J"
0,0,InterBank Companies
0,0,"Miller, Diane N"
0,0,"Miller, Knute Michael"
0,0,Chisholm Advocacy Group
0,0,Smith-Fairfield Inc
0,0,Health Policy Strategies
0,0,PKD Foundation
0,0,"Wells, Milton T"
0,0,DC Assoc
0,0,"Guerney, Janis"
0,0,Sinclair Cos
0,0,MK International
0,0,Interstitial Cystitis Assn
0,0,Johnson Policy Assoc
0,0,Crop Insurance Research Bureau
0,0,Stetson Law Offices
0,0,"Abraham, Fred"
0,0,"Gencarelli, David F"
0,0,"Ober, Kaler et al"
0,0,Arcadian Networks
0,0,Organization for Intl Investment
0,0,TOTAL Holdings USA
0,0,Correlogic Systems
0,0,Baldwin Consulting
0,0,Hatch & Parent
0,0,Education Loan Solutions
0,0,Forest Service Employees for Env Ethics
0,0,"Parven, Pomper & Schuyler"
0,0,Issue Dynamics Inc
0,0,"Kenderdine, Melanie"
0,0,"Jenson, Jon E"
0,0,Fireman's Fund Insurance
0,0,"Van Meter, Ashbrook & Assoc"
0,0,Law Offices of Cathy L Burgess
0,0,Arianespace
0,0,Burlington Industries
0,0,Our Animal Wards
0,0,Ziebart Consulting
0,0,Florida Rural Water Assn
0,0,Roberts Law Firm
0,0,Fedco Services
0,0,"Fehr, Steven A"
0,0,"Nitzschke, Dale F"
0,0,"Conover, David"
0,0,Brett Scott Consulting
0,0,American Jewish Cmte
0,0,People Advancing Christian Education
0,0,"Jelsma, Carline"
0,0,Strategic Energy Initiatives
0,0,Hummingbird Strategies
0,0,Anheuser-Busch
0,0,Raymond G Mock Government Relations
0,0,Vierra Assoc
0,0,Woodberry Assoc
0,0,Lesic & Camper Communications
0,0,Independent Sector
0,0,"Allbaugh, M Diane"
0,0,"Eldridge, Elledge et al"
0,0,DPR Consulting
0,0,Mathis Group
0,0,Alliance for Retired Americans
0,0,Current Group
0,0,National Assn/Coll and Univ Busi Officer
0,0,Bagley Group
0,0,Recovered Assets Financial Services
0,0,Frank Sullivan Sullivan Assoc
0,0,E Del Smith & Co
0,0,Hasco International
0,0,Roberti Assoc
0,0,"Enright, Tom"
0,0,Jarace Inc
0,0,"Martin, Aurene"
0,0,Disabled Amer Veteran Opportunity Serv
0,0,American Society for Radiation Oncology
0,0,Blue Cross/Blue Shield of Kansas
0,0,Kensinger & Assoc
0,0,National Assn of Indep Colleges & Univs
0,0,ERISA Industry Cmte
0,0,VoteHere
0,0,National Transgender Advocacy Coalition
0,0,"Vachon, R Alexander"
0,0,US Global Leadership Campaign
0,0,"Voljavec, Patricia Jarvis"
0,0,National Truck Equipment Assn
0,0,Intl Business-Government Counsellors
0,0,Gorman Consulting
0,0,"Hurley, Caroline Graves"
0,0,Franklin Public Affairs
0,0,"American Cancer Society, High Plains Div"
0,0,Littman Assoc
0,0,New Jersey Institute of Technology
0,0,Tosi Maritime Consultants
